grid_shape,n_zones,batch_size,k_iterations,median_episode_s,rollouts_per_sec,speedup_vs_scipy_baseline,peak_device_mb
10x10,100,1,5,0.029210749955382198,34.233972134486265,0.2906109688835846,
10x10,100,16,5,0.24258237500907853,65.95697646789553,0.5599064216289943,
10x10,100,64,5,0.8891812909860164,71.97632321866575,0.611004441584599,
10x10,100,256,5,3.2155370420077816,79.61345077217757,0.675835745094886,
10x10,100,1024,5,15.725095624977257,65.11884089108558,0.5527915186000474,
15x15,225,1,5,0.32228825002675876,3.102812466532592,0.026339664401804685,
15x15,225,16,5,2.7427794999675825,5.833498463944735,0.04952036047491286,
15x15,225,64,5,10.304248667031061,6.211030233069887,0.05272521420263062,
