grid_shape,n_zones,batch_size,k_iterations,median_episode_s,rollouts_per_sec,speedup_vs_scipy_baseline,peak_device_mb
10x10,100,16,5,0.5520734159999847,28.9816526865703,0.2460242163545866,
10x10,100,64,5,2.0889357089999976,30.63761116450907,0.26008158883284443,
10x10,100,256,5,8.498833900000022,30.12177941258498,0.2557027114820457,
