grid_shape,n_zones,batch_size,median_production_s,median_frozen_s,production_rollouts_per_sec,frozen_rollouts_per_sec,overhead_pct,production_edges_built,frozen_edges_built
10x10,100,64,0.01230451699999957,0.011000307000000653,5201.341913705531,5818.019442547939,11.856123651811174,960,0
10x10,100,256,0.03687162500000163,0.03666354599999977,6943.008343136184,6982.412448594078,0.5675364843374965,3840,0
10x10,100,1024,0.1472823690000009,0.14708088100000083,6952.631241285871,6962.1557406906895,0.13699129256649054,15360,0
15x15,225,64,0.05704012699999872,0.056457370000000395,1122.0171371638328,1133.5986780822336,1.0322071325644817,960,0
15x15,225,256,0.22376997900000006,0.22336639799999958,1144.0319257481806,1146.0989759077393,0.1806811604673352,3840,0
15x15,225,1024,0.8909804610000016,0.8907193869999972,1149.2956858455711,1149.6325497628393,0.02931046565447823,15360,0
